t_min,lon,lat
30.0,-59.00107994263679,-2.1447302035182245
30.0,-59.0008099569776,-2.1447302035182245
30.0,-58.998650071704006,-2.1447302035182245
30.0,-58.998650071704006,-2.145
30.0,-58.999460028681604,-2.1447302035182245
30.0,-58.998650071704006,-2.1452697964817755
30.0,-58.99892005736321,-2.1455395929635515
30.0,-58.99838008604481,-2.145809389445327
30.0,-58.99892005736321,-2.146618778890654
33.0,-59.0,-2.143651017591122
33.0,-59.00107994263679,-2.144190610554673
33.0,-58.99892005736321,-2.144190610554673
33.0,-59.00107994263679,-2.145
33.0,-58.99892005736321,-2.1444604070364486
33.0,-58.99838008604481,-2.1455395929635515
33.0,-59.0002699856592,-2.1455395929635515
33.0,-58.9997300143408,-2.1460791859271025
33.0,-58.99811010038561,-2.145809389445327
33.0,-58.99838008604481,-2.146348982408878
33.0,-58.998650071704006,-2.146348982408878
33.0,-58.998650071704006,-2.146618778890654
36.0,-58.9997300143408,-2.143651017591122
36.0,-59.0002699856592,-2.1439208140728976
36.0,-59.000539971318396,-2.143651017591122
36.0,-58.999460028681604,-2.143651017591122
36.0,-58.998650071704006,-2.1444604070364486
36.0,-59.000539971318396,-2.145
36.0,-59.0002699856592,-2.145
36.0,-58.99838008604481,-2.1447302035182245
36.0,-59.0008099569776,-2.1452697964817755
36.0,-58.998650071704006,-2.1455395929635515
36.0,-59.000539971318396,-2.145809389445327
36.0,-58.99838008604481,-2.1452697964817755
36.0,-58.997840114726415,-2.1460791859271025
36.0,-58.99838008604481,-2.1460791859271025
36.0,-58.99811010038561,-2.146618778890654
36.0,-58.9991900430224,-2.1468885753724294
36.0,-58.99838008604481,-2.146618778890654
39.0,-58.999460028681604,-2.1439208140728976
39.0,-58.998650071704006,-2.144190610554673
39.0,-58.99838008604481,-2.144190610554673
39.0,-59.0008099569776,-2.145
39.0,-58.99811010038561,-2.1444604070364486
39.0,-58.998650071704006,-2.145809389445327
39.0,-59.000539971318396,-2.1460791859271025
39.0,-58.997840114726415,-2.1455395929635515
39.0,-58.99757012906721,-2.145809389445327
39.0,-58.99757012906721,-2.146348982408878
39.0,-58.99892005736321,-2.1468885753724294
39.0,-58.997840114726415,-2.146618778890654
39.0,-58.999460028681604,-2.1468885753724294
42.0,-59.0008099569776,-2.143381221109346
42.0,-59.0008099569776,-2.1439208140728976
42.0,-59.00107994263679,-2.1452697964817755
42.0,-59.000539971318396,-2.1452697964817755
42.0,-59.00107994263679,-2.1455395929635515
42.0,-58.99811010038561,-2.1455395929635515
42.0,-59.0002699856592,-2.145809389445327
42.0,-59.0002699856592,-2.1460791859271025
42.0,-59.0,-2.1460791859271025
42.0,-58.99730014340802,-2.145809389445327
42.0,-59.0008099569776,-2.1460791859271025
42.0,-58.99838008604481,-2.1468885753724294
42.0,-58.999460028681604,-2.146618778890654
45.0,-59.000539971318396,-2.143381221109346
45.0,-59.0002699856592,-2.143381221109346
45.0,-59.0,-2.143381221109346
45.0,-59.00107994263679,-2.1439208140728976
45.0,-59.00107994263679,-2.1444604070364486
45.0,-58.998650071704006,-2.1439208140728976
45.0,-58.99811010038561,-2.1439208140728976
45.0,-58.99838008604481,-2.1444604070364486
45.0,-58.997840114726415,-2.1447302035182245
45.0,-59.001349928295994,-2.1455395929635515
45.0,-59.000539971318396,-2.1455395929635515
45.0,-58.99838008604481,-2.145
45.0,-58.997840114726415,-2.145809389445327
45.0,-58.99757012906721,-2.1455395929635515
45.0,-59.0,-2.146348982408878
45.0,-58.99811010038561,-2.146348982408878
45.0,-58.9991900430224,-2.146618778890654
45.0,-58.998650071704006,-2.1468885753724294
45.0,-58.997840114726415,-2.1468885753724294
45.0,-58.9997300143408,-2.147158371854205
45.0,-58.99892005736321,-2.147158371854205
45.0,-58.99811010038561,-2.1468885753724294
45.0,-58.99811010038561,-2.147158371854205
48.0,-58.9997300143408,-2.143381221109346
48.0,-59.001349928295994,-2.143651017591122
48.0,-59.00107994263679,-2.143651017591122
48.0,-59.0,-2.1439208140728976
48.0,-58.998650071704006,-2.143651017591122
48.0,-58.997840114726415,-2.144190610554673
48.0,-58.99838008604481,-2.1439208140728976
48.0,-58.99811010038561,-2.144190610554673
48.0,-58.99811010038561,-2.1447302035182245
48.0,-59.001349928295994,-2.145
48.0,-58.99811010038561,-2.1452697964817755
48.0,-59.001349928295994,-2.145809389445327
48.0,-59.00107994263679,-2.145809389445327
48.0,-59.0008099569776,-2.145809389445327
48.0,-58.99730014340802,-2.1455395929635515
48.0,-58.99757012906721,-2.1460791859271025
48.0,-58.9997300143408,-2.146348982408878
48.0,-58.99811010038561,-2.1460791859271025
48.0,-58.997840114726415,-2.146348982408878
48.0,-58.9991900430224,-2.147158371854205
48.0,-58.998650071704006,-2.147158371854205
48.0,-58.99838008604481,-2.147158371854205
48.0,-58.99757012906721,-2.1468885753724294
48.0,-58.99892005736321,-2.1474281683359804
48.0,-58.998650071704006,-2.1474281683359804
51.0,-59.0,-2.1431114246275706
51.0,-59.0008099569776,-2.143651017591122
51.0,-58.99757012906721,-2.144190610554673
51.0,-59.001349928295994,-2.1447302035182245
51.0,-59.0002699856592,-2.1452697964817755
51.0,-58.997840114726415,-2.1452697964817755
51.0,-58.99757012906721,-2.1452697964817755
51.0,-59.00107994263679,-2.1460791859271025
51.0,-58.99730014340802,-2.1460791859271025
51.0,-59.0002699856592,-2.146618778890654
51.0,-58.999460028681604,-2.146348982408878
51.0,-58.9997300143408,-2.146618778890654
51.0,-58.99757012906721,-2.146618778890654
51.0,-58.9997300143408,-2.1468885753724294
51.0,-58.997840114726415,-2.147158371854205
51.0,-58.99730014340802,-2.146618778890654
51.0,-58.99730014340802,-2.147158371854205
51.0,-58.99838008604481,-2.1474281683359804
54.0,-58.9997300143408,-2.1431114246275706
54.0,-59.00161991395519,-2.1439208140728976
54.0,-58.997840114726415,-2.143651017591122
54.0,-58.997840114726415,-2.1444604070364486
54.0,-58.997840114726415,-2.145
54.0,-59.001349928295994,-2.1452697964817755
54.0,-58.99811010038561,-2.145
54.0,-59.00161991395519,-2.1460791859271025
54.0,-59.0008099569776,-2.1455395929635515
54.0,-59.0008099569776,-2.146348982408878
54.0,-59.000539971318396,-2.146348982408878
54.0,-58.99703015774882,-2.146348982408878
54.0,-58.99730014340802,-2.146348982408878
54.0,-59.0,-2.147158371854205
54.0,-59.0,-2.1468885753724294
54.0,-58.9991900430224,-2.1474281683359804
54.0,-58.99757012906721,-2.147158371854205
54.0,-58.99703015774882,-2.1468885753724294
54.0,-58.99703015774882,-2.1474281683359804
54.0,-58.99838008604481,-2.1476979648177563
57.0,-58.9997300143408,-2.142841628145795
57.0,-58.999460028681604,-2.143381221109346
57.0,-58.99838008604481,-2.143381221109346
57.0,-58.99757012906721,-2.143651017591122
57.0,-59.001349928295994,-2.1439208140728976
57.0,-58.99838008604481,-2.143651017591122
57.0,-58.99757012906721,-2.1447302035182245
57.0,-59.001349928295994,-2.1444604070364486
57.0,-58.99730014340802,-2.1452697964817755
57.0,-59.001349928295994,-2.1460791859271025
57.0,-59.00188989961439,-2.146348982408878
57.0,-59.000539971318396,-2.146618778890654
57.0,-58.99676017208962,-2.1460791859271025
57.0,-58.9991900430224,-2.146348982408878
57.0,-59.0002699856592,-2.147158371854205
57.0,-58.999460028681604,-2.1474281683359804
57.0,-58.99811010038561,-2.1474281683359804
57.0,-58.99757012906721,-2.1474281683359804
57.0,-58.99730014340802,-2.1468885753724294
57.0,-58.99892005736321,-2.1476979648177563
60.0,-58.9997300143408,-2.1425718316640197
60.0,-59.000539971318396,-2.1431114246275706
60.0,-58.9991900430224,-2.143651017591122
60.0,-59.00161991395519,-2.143381221109346
60.0,-59.00107994263679,-2.143381221109346
60.0,-58.998650071704006,-2.143381221109346
60.0,-58.99811010038561,-2.143651017591122
60.0,-59.00161991395519,-2.143651017591122
60.0,-59.001349928295994,-2.144190610554673
60.0,-58.997840114726415,-2.1439208140728976
60.0,-58.99730014340802,-2.1444604070364486
60.0,-58.99703015774882,-2.1455395929635515
60.0,-59.001349928295994,-2.146348982408878
60.0,-59.00188989961439,-2.146618778890654
60.0,-58.99703015774882,-2.146618778890654
60.0,-59.0008099569776,-2.1468885753724294
60.0,-59.0,-2.146618778890654
60.0,-58.99703015774882,-2.147158371854205
60.0,-59.000539971318396,-2.1474281683359804
60.0,-58.999460028681604,-2.1476979648177563
60.0,-58.9991900430224,-2.1476979648177563
60.0,-58.99811010038561,-2.1476979648177563
60.0,-58.99757012906721,-2.1476979648177563
60.0,-58.99730014340802,-2.1476979648177563
60.0,-58.998650071704006,-2.147967761299532
63.0,-58.99811010038561,-2.143381221109346
63.0,-59.001349928295994,-2.143381221109346
63.0,-58.99730014340802,-2.143651017591122
63.0,-58.99757012906721,-2.1444604070364486
63.0,-58.99703015774882,-2.1452697964817755
63.0,-59.00161991395519,-2.146348982408878
63.0,-59.00188989961439,-2.1460791859271025
63.0,-59.002159885273585,-2.1468885753724294
63.0,-59.0008099569776,-2.146618778890654
63.0,-58.99676017208962,-2.1468885753724294
63.0,-59.000539971318396,-2.147158371854205
63.0,-59.0002699856592,-2.1468885753724294
63.0,-58.99676017208962,-2.147158371854205
63.0,-59.0002699856592,-2.1474281683359804
63.0,-58.99730014340802,-2.1474281683359804
63.0,-58.998650071704006,-2.1476979648177563
63.0,-58.997840114726415,-2.1474281683359804
63.0,-58.9997300143408,-2.1476979648177563
63.0,-58.999460028681604,-2.147967761299532
63.0,-58.997840114726415,-2.147967761299532
63.0,-58.99757012906721,-2.147967761299532
63.0,-58.99838008604481,-2.147967761299532
63.0,-58.998650071704006,-2.1482375577813073
63.0,-58.99838008604481,-2.1482375577813073
66.0,-58.999460028681604,-2.1425718316640197
66.0,-58.999460028681604,-2.1431114246275706
66.0,-58.9991900430224,-2.143381221109346
66.0,-58.99838008604481,-2.1431114246275706
66.0,-58.99811010038561,-2.1431114246275706
66.0,-58.99703015774882,-2.1447302035182245
66.0,-59.00161991395519,-2.145
66.0,-58.99757012906721,-2.145
66.0,-58.99730014340802,-2.145
66.0,-58.99703015774882,-2.145
66.0,-58.99649018643042,-2.1460791859271025
66.0,-59.00107994263679,-2.1468885753724294
66.0,-58.99649018643042,-2.1468885753724294
66.0,-59.000539971318396,-2.1468885753724294
66.0,-59.0008099569776,-2.147158371854205
66.0,-58.99649018643042,-2.147158371854205
66.0,-59.0002699856592,-2.1476979648177563
66.0,-58.99676017208962,-2.1476979648177563
66.0,-58.9991900430224,-2.147967761299532
66.0,-58.9997300143408,-2.147967761299532
66.0,-58.999460028681604,-2.1482375577813073
66.0,-58.99811010038561,-2.1482375577813073
66.0,-58.99811010038561,-2.1485073542630833
69.0,-59.0,-2.1425718316640197
69.0,-59.000539971318396,-2.142841628145795
69.0,-58.99811010038561,-2.142841628145795
69.0,-59.00161991395519,-2.1431114246275706
69.0,-59.00188989961439,-2.143651017591122
69.0,-59.001349928295994,-2.1431114246275706
69.0,-59.0008099569776,-2.1431114246275706
69.0,-58.99892005736321,-2.143651017591122
69.0,-58.997840114726415,-2.143381221109346
69.0,-58.99703015774882,-2.1439208140728976
69.0,-58.99730014340802,-2.144190610554673
69.0,-58.99730014340802,-2.1447302035182245
69.0,-59.00161991395519,-2.145809389445327
69.0,-58.99676017208962,-2.145809389445327
69.0,-58.99649018643042,-2.145809389445327
69.0,-58.99649018643042,-2.146348982408878
69.0,-59.00161991395519,-2.146618778890654
69.0,-59.00161991395519,-2.1468885753724294
69.0,-58.99676017208962,-2.146618778890654
69.0,-58.996220200771226,-2.1468885753724294
69.0,-58.99649018643042,-2.1474281683359804
69.0,-58.99676017208962,-2.1474281683359804
69.0,-59.0,-2.1476979648177563
69.0,-58.997840114726415,-2.1476979648177563
69.0,-58.99811010038561,-2.147967761299532
69.0,-58.9991900430224,-2.1482375577813073
69.0,-58.99892005736321,-2.1482375577813073
69.0,-58.99757012906721,-2.1482375577813073
69.0,-58.99730014340802,-2.147967761299532
69.0,-58.997840114726415,-2.1482375577813073
69.0,-58.99892005736321,-2.147967761299532
69.0,-58.998650071704006,-2.1485073542630833
72.0,-58.9991900430224,-2.1423020351822437
72.0,-59.0002699856592,-2.142841628145795
72.0,-58.99838008604481,-2.142841628145795
72.0,-59.00188989961439,-2.143381221109346
72.0,-58.99892005736321,-2.143381221109346
72.0,-58.99703015774882,-2.144190610554673
72.0,-58.99703015774882,-2.1444604070364486
72.0,-59.00161991395519,-2.1455395929635515
72.0,-58.99703015774882,-2.1460791859271025
72.0,-58.996220200771226,-2.1460791859271025
72.0,-59.001349928295994,-2.1468885753724294
72.0,-59.00107994263679,-2.146618778890654
72.0,-58.996220200771226,-2.146618778890654
72.0,-59.0,-2.1474281683359804
72.0,-58.996220200771226,-2.1476979648177563
72.0,-58.99703015774882,-2.1476979648177563
72.0,-58.9997300143408,-2.1482375577813073
72.0,-58.99730014340802,-2.1482375577813073
72.0,-58.99703015774882,-2.147967761299532
72.0,-58.99892005736321,-2.1485073542630833
72.0,-58.99730014340802,-2.1485073542630833
72.0,-58.997840114726415,-2.1485073542630833
75.0,-58.9991900430224,-2.1425718316640197
75.0,-59.0002699856592,-2.1431114246275706
75.0,-59.0008099569776,-2.142841628145795
75.0,-59.00107994263679,-2.1431114246275706
75.0,-58.9991900430224,-2.1431114246275706
75.0,-58.997840114726415,-2.1431114246275706
75.0,-58.99892005736321,-2.1439208140728976
75.0,-58.99757012906721,-2.1439208140728976
75.0,-59.00161991395519,-2.1444604070364486
75.0,-58.99676017208962,-2.1444604070364486
75.0,-58.996220200771226,-2.146348982408878
75.0,-58.995950215112025,-2.146348982408878
75.0,-59.001349928295994,-2.146618778890654
75.0,-59.002159885273585,-2.146618778890654
75.0,-59.00107994263679,-2.147158371854205
75.0,-59.0008099569776,-2.1476979648177563
75.0,-58.99649018643042,-2.1476979648177563
75.0,-58.9997300143408,-2.1474281683359804
75.0,-58.99703015774882,-2.1482375577813073
75.0,-58.999460028681604,-2.1485073542630833
75.0,-58.99757012906721,-2.1485073542630833
75.0,-58.99703015774882,-2.1485073542630833
75.0,-58.997840114726415,-2.1487771507448588
78.0,-59.0,-2.142841628145795
78.0,-59.00107994263679,-2.142841628145795
78.0,-59.0008099569776,-2.1425718316640197
78.0,-59.0002699856592,-2.1425718316640197
78.0,-58.99676017208962,-2.144190610554673
78.0,-58.99676017208962,-2.145
78.0,-59.00188989961439,-2.1455395929635515
78.0,-58.99703015774882,-2.145809389445327
78.0,-59.002159885273585,-2.1460791859271025
78.0,-59.00188989961439,-2.1468885753724294
78.0,-58.99649018643042,-2.146618778890654
78.0,-58.995950215112025,-2.1468885753724294
78.0,-59.00242987093279,-2.1468885753724294
78.0,-59.00161991395519,-2.147158371854205
78.0,-58.996220200771226,-2.147158371854205
78.0,-58.996220200771226,-2.1474281683359804
78.0,-59.0002699856592,-2.147967761299532
78.0,-58.99649018643042,-2.147967761299532
78.0,-58.995950215112025,-2.1476979648177563
78.0,-58.995950215112025,-2.147967761299532
78.0,-58.99676017208962,-2.1482375577813073
78.0,-58.99811010038561,-2.1487771507448588
81.0,-59.00107994263679,-2.1425718316640197
81.0,-59.0,-2.1423020351822437
81.0,-58.99892005736321,-2.1425718316640197
81.0,-58.99892005736321,-2.142841628145795
81.0,-58.997840114726415,-2.1425718316640197
81.0,-59.00188989961439,-2.142841628145795
81.0,-58.99892005736321,-2.1431114246275706
81.0,-58.998650071704006,-2.142841628145795
81.0,-58.99730014340802,-2.1439208140728976
81.0,-58.99703015774882,-2.143651017591122
81.0,-58.99676017208962,-2.1439208140728976
81.0,-58.99649018643042,-2.1444604070364486
81.0,-58.99676017208962,-2.1447302035182245
81.0,-59.00161991395519,-2.1447302035182245
81.0,-59.00188989961439,-2.1452697964817755
81.0,-59.00161991395519,-2.1452697964817755
81.0,-59.002159885273585,-2.146348982408878
81.0,-58.995950215112025,-2.145809389445327
81.0,-58.995950215112025,-2.1460791859271025
81.0,-58.99568022945283,-2.146348982408878
81.0,-59.002159885273585,-2.147158371854205
81.0,-58.995950215112025,-2.147158371854205
81.0,-59.00161991395519,-2.1474281683359804
81.0,-59.0008099569776,-2.1474281683359804
81.0,-58.999460028681604,-2.147158371854205
81.0,-59.000539971318396,-2.1476979648177563
81.0,-58.99676017208962,-2.147967761299532
81.0,-59.0002699856592,-2.1482375577813073
81.0,-58.9991900430224,-2.1485073542630833
81.0,-58.99838008604481,-2.1485073542630833
81.0,-58.99757012906721,-2.1487771507448588
84.0,-59.0,-2.142032238700468
84.0,-58.9997300143408,-2.142032238700468
84.0,-59.000539971318396,-2.1423020351822437
84.0,-58.9997300143408,-2.1423020351822437
84.0,-58.99892005736321,-2.1423020351822437
84.0,-58.99757012906721,-2.1423020351822437
84.0,-59.000539971318396,-2.1425718316640197
84.0,-58.998650071704006,-2.1425718316640197
84.0,-59.001349928295994,-2.142841628145795
84.0,-59.002159885273585,-2.1439208140728976
84.0,-58.99649018643042,-2.144190610554673
84.0,-59.002159885273585,-2.145
84.0,-59.002159885273585,-2.1452697964817755
84.0,-59.00188989961439,-2.145809389445327
84.0,-58.99568022945283,-2.1455395929635515
84.0,-59.00242987093279,-2.146348982408878
84.0,-58.99568022945283,-2.146618778890654
84.0,-59.00242987093279,-2.146618778890654
84.0,-59.001349928295994,-2.147158371854205
84.0,-58.995950215112025,-2.146618778890654
84.0,-59.00188989961439,-2.147158371854205
84.0,-59.002159885273585,-2.1474281683359804
84.0,-59.00188989961439,-2.1474281683359804
84.0,-58.99568022945283,-2.147158371854205
84.0,-58.995950215112025,-2.1474281683359804
84.0,-59.000539971318396,-2.147967761299532
84.0,-59.0,-2.147967761299532
84.0,-59.000539971318396,-2.1482375577813073
84.0,-59.0,-2.1482375577813073
84.0,-58.99649018643042,-2.1485073542630833
84.0,-58.9991900430224,-2.1487771507448588
84.0,-58.99838008604481,-2.1487771507448588
84.0,-58.99703015774882,-2.1487771507448588
84.0,-58.99676017208962,-2.1487771507448588
84.0,-58.99811010038561,-2.1490469472266343
87.0,-59.0,-2.1417624422186927
87.0,-58.9997300143408,-2.1417624422186927
87.0,-58.998650071704006,-2.142032238700468
87.0,-58.99757012906721,-2.1425718316640197
87.0,-58.99730014340802,-2.1425718316640197
87.0,-58.99838008604481,-2.1425718316640197
87.0,-59.00188989961439,-2.1439208140728976
87.0,-58.996220200771226,-2.1444604070364486
87.0,-59.00188989961439,-2.145
87.0,-58.99541024379363,-2.1455395929635515
